2023-07-01;17:51:53.770;[12] PING;2023-07-01;17:51:54.360;[32] PONG (1)
2023-07-01;17:51:55.512;[13] PING;2023-07-01;17:51:55.975;[33] PONG (1)
2023-07-01;17:51:56.366;[11] PING;2023-07-01;17:51:56.779;[34] PONG (2)
2023-07-01;17:51:58.495;[14] PING;2023-07-01;17:51:59.103;[37] PONG (1)
2023-07-01;17:51:59.580;[12] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:01.009;[15] PING;2023-07-01;17:52:02.004;[38] PONG (1)
2023-07-01;17:52:01.738;[13] PING;2023-07-01;17:52:02.709;[41] PONG (2)
2023-07-01;17:52:02.981;[16] PING;2023-07-01;17:52:03.431;[42] PONG (1)
2023-07-01;17:52:03.267;[14] PING;2023-07-01;17:52:04.243;[43] PONG (2)
2023-07-01;17:52:05.251;[15] PING;2023-07-01;17:52:05.878;[44] PONG (2)
2023-07-01;17:52:06.191;[17] PING;2023-07-01;17:52:06.710;[45] PONG (1)
2023-07-01;17:52:07.634;[18] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:07.700;[16] PING;2023-07-01;17:52:08.399;[48] PONG (2)
2023-07-01;17:52:09.964;[19] PING;2023-07-01;17:52:10.393;[49] PONG (1)
2023-07-01;17:52:10.534;[17] PING;2023-07-01;17:52:11.053;[50] PONG (2)
2023-07-01;17:52:11.806;[18] PING;2023-07-01;17:52:12.657;[53] PONG (2)
2023-07-01;17:52:12.158;[20] PING;2023-07-01;17:52:12.984;[54] PONG (1)
2023-07-01;17:52:14.697;[19] PING;2023-07-01;17:52:14.859;[55] PONG (2)
2023-07-01;17:52:15.820;[21] PING;2023-07-01;17:52:16.051;[56] PONG (1)
2023-07-01;17:52:17.307;[20] PING;2023-07-01;17:52:18.121;[59] PONG (2)
2023-07-01;17:52:18.014;[22] PING;2023-07-01;17:52:18.437;[60] PONG (1)
2023-07-01;17:52:20.507;[23] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:19.811;[21] PING;2023-07-01;17:52:20.665;[61] PONG (2)
2023-07-01;17:52:23.172;[22] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:23.170;[24] PING;2023-07-01;17:52:23.990;[64] PONG (1)
2023-07-01;17:52:26.856;[25] PING;2023-07-01;17:52:27.492;[67] PONG (1)
2023-07-01;17:52:27.002;[23] PING;2023-07-01;17:52:27.741;[68] PONG (2)
2023-07-01;17:52:28.274;[26] PING;2023-07-01;17:52:29.108;[69] PONG (1)
2023-07-01;17:52:30.600;[24] PING;2023-07-01;17:52:31.530;[70] PONG (2)
2023-07-01;17:52:31.573;[27] PING;2023-07-01;17:52:32.490;[73] PONG (1)
2023-07-01;17:52:33.137;[25] PING;2023-07-01;17:52:33.314;[74] PONG (2)
2023-07-01;17:52:34.268;[28] PING;2023-07-01;17:52:34.993;[75] PONG (1)
2023-07-01;17:52:34.670;[26] PING;2023-07-01;17:52:35.403;[76] PONG (2)
2023-07-01;17:52:36.591;[29] PING;2023-07-01;17:52:37.482;[79] PONG (1)
2023-07-01;17:52:37.861;[27] PING;2023-07-01;17:52:38.113;[80] PONG (2)
2023-07-01;17:52:39.442;[28] PING;2023-07-01;17:52:39.547;[81] PONG (2)
2023-07-01;17:52:39.430;[30] PING;2023-07-01;17:52:40.249;[82] PONG (1)
2023-07-01;17:52:40.230;[29] PING;2023-07-01;17:52:40.523;[83] PONG (2)
2023-07-01;17:52:41.475;[31] PING;2023-07-01;17:52:42.151;[86] PONG (1)
2023-07-01;17:52:42.237;[30] PING;2023-07-01;17:52:42.340;[87] PONG (2)
2023-07-01;17:52:42.711;[32] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:43.152;[31] PING;2023-07-01;17:52:43.802;[88] PONG (2)
2023-07-01;17:52:44.864;[33] PING;2023-07-01;17:52:45.714;[89] PONG (1)
2023-07-01;17:52:45.322;[32] PING;2023-07-01;17:52:46.307;[90] PONG (2)
2023-07-01;17:52:46.820;[34] PING;2023-07-01;17:52:46.967;[91] PONG (1)
2023-07-01;17:52:47.441;[33] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:48.276;[35] PING;2023-07-01;17:52:49.189;[94] PONG (1)
2023-07-01;17:52:50.884;[34] PING;2023-07-01;17:52:51.695;[95] PONG (2)
2023-07-01;17:52:51.771;[36] PING;2023-07-01;17:52:52.221;[98] PONG (1)
2023-07-01;17:52:53.551;[37] PING;2023-07-01;17:52:53.947;[99] PONG (1)
2023-07-01;17:52:53.596;[35] PING;2023-07-01;17:52:54.185;[100] PONG (2)
2023-07-01;17:52:54.552;[36] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:52:55.273;[38] PING;2023-07-01;17:52:56.205;[101] PONG (1)
2023-07-01;17:52:56.876;[37] PING;2023-07-01;17:52:57.264;[104] PONG (2)
2023-07-01;17:52:58.232;[38] PING;2023-07-01;17:52:58.404;[105] PONG (2)
2023-07-01;17:52:58.483;[39] PING;2023-07-01;17:52:58.652;[106] PONG (1)
2023-07-01;17:52:59.435;[40] PING;2023-07-01;17:52:59.897;[107] PONG (1)
2023-07-01;17:52:58.946;[39] PING;2023-07-01;17:52:59.925;[108] PONG (2)
2023-07-01;17:53:00.221;[41] PING;2023-07-01;17:53:00.406;[109] PONG (1)
2023-07-01;17:53:01.472;[40] PING;2023-07-01;17:53:01.904;[110] PONG (2)
2023-07-01;17:53:03.312;[42] PING;2023-07-01;17:53:03.850;[113] PONG (1)
2023-07-01;17:53:04.194;[41] PING;2023-07-01;17:53:04.951;[114] PONG (2)
2023-07-01;17:53:05.450;[43] PING;2023-07-01;17:53:05.572;[115] PONG (1)
2023-07-01;17:53:05.338;[42] PING;2023-07-01;17:53:06.105;[116] PONG (2)
2023-07-01;17:53:06.258;[44] PING;2023-07-01;17:53:06.633;[117] PONG (1)
2023-07-01;17:53:08.195;[43] PING;2023-07-01;17:53:08.929;[120] PONG (2)
2023-07-01;17:53:09.264;[45] PING;2023-07-01;17:53:09.976;[121] PONG (1)
2023-07-01;17:53:11.228;[44] PING;2023-07-01;17:53:12.110;[122] PONG (2)
2023-07-01;17:53:12.402;[46] PING;2023-07-01;17:53:12.508;[125] PONG (1)
2023-07-01;17:53:12.975;[45] PING;2023-07-01;17:53:13.197;[126] PONG (2)
2023-07-01;17:53:14.972;[47] PING;2023-07-01;17:53:15.486;[127] PONG (1)
2023-07-01;17:53:16.025;[46] PING;2023-07-01;17:53:16.478;[128] PONG (2)
2023-07-01;17:53:17.626;[48] PING;2023-07-01;17:53:18.210;[131] PONG (1)
2023-07-01;17:53:19.166;[47] PING;2023-07-01;17:53:19.286;[132] PONG (2)
2023-07-01;17:53:18.712;[49] PING;2023-07-01;17:53:19.604;[133] PONG (1)
2023-07-01;17:53:20.791;[48] PING;2023-07-01;17:53:21.008;[134] PONG (2)
2023-07-01;17:53:20.257;[50] PING;2023-07-01;17:53:21.072;[135] PONG (1)
2023-07-01;17:53:21.943;[49] PING;2023-07-01;17:53:22.516;[138] PONG (2)
2023-07-01;17:53:22.389;[51] PING;2023-07-01;17:53:23.171;[139] PONG (1)
2023-07-01;17:53:23.564;[52] PING;2023-07-01;17:53:24.347;[140] PONG (1)
2023-07-01;17:53:24.395;[50] PING;2023-07-01;17:53:24.843;[141] PONG (2)
2023-07-01;17:53:26.228;[53] PING;2023-07-01;17:53:26.636;[142] PONG (1)
2023-07-01;17:53:26.912;[51] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:53:28.143;[54] PING;2023-07-01;17:53:29.120;[145] PONG (1)
2023-07-01;17:53:30.053;[52] PING;2023-07-01;17:53:30.740;[146] PONG (2)
2023-07-01;17:53:30.091;[55] PING;2023-07-01;17:53:30.905;[147] PONG (1)
2023-07-01;17:53:31.331;[53] PING;2023-07-01;17:53:32.214;[150] PONG (2)
2023-07-01;17:53:32.372;[56] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:53:35.253;[57] PING;2023-07-01;17:53:35.362;[151] PONG (1)
2023-07-01;17:53:35.174;[54] PING;2023-07-01;17:53:35.966;[152] PONG (2)
2023-07-01;17:53:38.103;[58] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:53:38.303;[55] PING;2023-07-01;17:53:39.008;[155] PONG (2)
2023-07-01;17:53:39.842;[56] PING;2023-07-01;17:53:40.050;[156] PONG (2)
2023-07-01;17:53:40.852;[57] PING;2023-07-01;17:53:41.108;[157] PONG (2)
2023-07-01;17:53:41.854;[59] PING;2023-07-01;17:53:42.513;[160] PONG (1)
2023-07-01;17:53:42.535;[58] PING;2023-07-01;17:53:43.224;[161] PONG (2)
2023-07-01;17:53:43.644;[60] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:53:44.326;[59] PING;2023-07-01;17:53:44.518;[162] PONG (2)
2023-07-01;17:53:45.124;[61] PING;2023-07-01;17:53:45.526;[163] PONG (1)
2023-07-01;17:53:46.679;[60] PING;2023-07-01;17:53:47.406;[166] PONG (2)
2023-07-01;17:53:48.271;[62] PING;2023-07-01;17:53:48.482;[167] PONG (1)
2023-07-01;17:53:48.060;[61] PING;2023-07-01;17:53:48.572;[168] PONG (2)
2023-07-01;17:53:49.101;[63] PING;2023-07-01;17:53:49.570;[169] PONG (1)
2023-07-01;17:53:51.120;[62] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:53:51.774;[64] PING;2023-07-01;17:53:52.655;[172] PONG (1)
2023-07-01;17:53:53.273;[65] PING;2023-07-01;17:53:53.867;[173] PONG (1)
2023-07-01;17:53:54.748;[63] PING;2023-07-01;17:53:55.300;[174] PONG (2)
2023-07-01;17:53:56.650;[66] PING;2023-07-01;17:53:56.996;[175] PONG (1)
2023-07-01;17:53:56.985;[64] PING;2023-07-01;17:53:57.415;[178] PONG (2)
2023-07-01;17:53:57.841;[65] PING;2023-07-01;17:53:58.786;[179] PONG (2)
2023-07-01;17:53:59.919;[66] PING;2023-07-01;17:54:00.127;[180] PONG (2)
2023-07-01;17:53:59.891;[67] PING;2023-07-01;17:54:00.769;[181] PONG (1)
2023-07-01;17:54:01.580;[68] PING;2023-07-01;17:54:02.267;[184] PONG (1)
2023-07-01;17:54:02.970;[67] PING;2023-07-01;17:54:03.786;[185] PONG (2)
2023-07-01;17:54:04.477;[69] PING;2023-07-01;17:54:05.267;[186] PONG (1)
2023-07-01;17:54:05.601;[68] PING;2023-07-01;17:54:06.198;[187] PONG (2)
2023-07-01;17:54:05.772;[70] PING;2023-07-01;17:54:06.673;[188] PONG (1)
2023-07-01;17:54:07.832;[69] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:08.994;[71] PING;2023-07-01;17:54:09.698;[191] PONG (1)
2023-07-01;17:54:09.333;[70] PING;2023-07-01;17:54:10.049;[192] PONG (2)
2023-07-01;17:54:12.067;[71] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:12.318;[72] PING;2023-07-01;17:54:13.206;[195] PONG (1)
2023-07-01;17:54:14.812;[72] PING;2023-07-01;17:54:15.361;[196] PONG (2)
2023-07-01;17:54:15.659;[73] PING;2023-07-01;17:54:16.135;[197] PONG (1)
2023-07-01;17:54:16.585;[73] PING;2023-07-01;17:54:17.386;[200] PONG (2)
2023-07-01;17:54:17.440;[74] PING;2023-07-01;17:54:17.860;[201] PONG (1)
2023-07-01;17:54:17.787;[74] PING;2023-07-01;17:54:17.942;[202] PONG (2)
2023-07-01;17:54:18.770;[75] PING;2023-07-01;17:54:19.677;[203] PONG (1)
2023-07-01;17:54:19.649;[75] PING;2023-07-01;17:54:20.461;[204] PONG (2)
2023-07-01;17:54:20.975;[76] PING;2023-07-01;17:54:21.736;[205] PONG (2)
2023-07-01;17:54:21.577;[76] PING;2023-07-01;17:54:22.526;[208] PONG (1)
2023-07-01;17:54:23.012;[77] PING;2023-07-01;17:54:23.642;[209] PONG (2)
2023-07-01;17:54:24.331;[77] PING;2023-07-01;17:54:25.258;[210] PONG (1)
2023-07-01;17:54:26.357;[78] PING;2023-07-01;17:54:26.670;[211] PONG (1)
2023-07-01;17:54:25.784;[78] PING;2023-07-01;17:54:26.699;[212] PONG (2)
2023-07-01;17:54:27.164;[79] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:28.991;[79] PING;2023-07-01;17:54:29.147;[215] PONG (2)
2023-07-01;17:54:29.177;[80] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:30.307;[80] PING;2023-07-01;17:54:30.736;[216] PONG (2)
2023-07-01;17:54:32.173;[81] PING;2023-07-01;17:54:33.017;[219] PONG (1)
2023-07-01;17:54:33.369;[81] PING;2023-07-01;17:54:33.519;[220] PONG (2)
2023-07-01;17:54:35.597;[82] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:34.910;[82] PING;2023-07-01;17:54:35.829;[221] PONG (2)
2023-07-01;17:54:36.726;[83] PING;2023-07-01;17:54:37.230;[224] PONG (2)
2023-07-01;17:54:38.403;[84] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:39.298;[83] PING;2023-07-01;17:54:39.668;[225] PONG (1)
2023-07-01;17:54:39.978;[84] PING;2023-07-01;17:54:40.653;[226] PONG (1)
2023-07-01;17:54:41.122;[85] PING;2023-07-01;17:54:41.438;[227] PONG (2)
2023-07-01;17:54:41.047;[85] PING;2023-07-01;17:54:41.669;[228] PONG (1)
2023-07-01;17:54:42.602;[86] PING;2023-07-01;17:54:42.808;[231] PONG (2)
2023-07-01;17:54:43.238;[87] PING;2023-07-01;17:54:44.043;[232] PONG (2)
2023-07-01;17:54:44.257;[86] PING;2023-07-01;17:54:44.418;[233] PONG (1)
2023-07-01;17:54:45.727;[88] PING;2023-07-01;17:54:46.646;[234] PONG (2)
2023-07-01;17:54:47.391;[87] PING;2023-07-01;17:54:47.697;[237] PONG (1)
2023-07-01;17:54:48.868;[89] PING;2023-07-01;17:54:49.030;[238] PONG (2)
2023-07-01;17:54:49.898;[90] PING;2023-07-01;17:54:50.131;[239] PONG (2)
2023-07-01;17:54:50.422;[88] PING;2023-07-01;17:54:51.307;[240] PONG (1)
2023-07-01;17:54:53.066;[91] PING;2023-07-01;17:54:53.362;[243] PONG (2)
2023-07-01;17:54:54.126;[92] PING;2023-07-01;17:54:54.663;[244] PONG (2)
2023-07-01;17:54:54.049;[89] PING;2023-07-01;17:54:54.895;[245] PONG (1)
2023-07-01;17:54:55.311;[93] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:54:57.324;[94] PING;2023-07-01;17:54:57.676;[248] PONG (2)
2023-07-01;17:54:57.842;[90] PING;2023-07-01;17:54:58.327;[249] PONG (1)
2023-07-01;17:54:58.810;[95] PING;2023-07-01;17:54:59.239;[250] PONG (2)
2023-07-01;17:55:00.958;[91] PING;2023-07-01;17:55:01.248;[251] PONG (1)
2023-07-01;17:55:02.027;[96] PING;2023-07-01;17:55:02.505;[254] PONG (2)
2023-07-01;17:55:02.834;[97] PING;2023-07-01;17:55:03.547;[255] PONG (2)
2023-07-01;17:55:04.102;[92] PING;2023-07-01;17:55:04.695;[256] PONG (1)
2023-07-01;17:55:05.263;[98] PING;2023-07-01;17:55:05.553;[257] PONG (2)
2023-07-01;17:55:07.688;[93] PING;2023-07-01;17:55:08.446;[260] PONG (1)
2023-07-01;17:55:07.802;[99] PING;2023-07-01;17:55:08.666;[261] PONG (2)
2023-07-01;17:55:09.088;[100] PING;2023-07-01;17:55:09.267;[262] PONG (2)
2023-07-01;17:55:08.985;[94] PING;2023-07-01;17:55:09.579;[263] PONG (1)
2023-07-01;17:55:10.228;[95] PING;2023-07-01;17:55:10.703;[264] PONG (1)
2023-07-01;17:55:10.041;[101] PING;2023-07-01;17:55:10.936;[265] PONG (2)
2023-07-01;17:55:11.894;[96] PING;2023-07-01;17:55:12.791;[268] PONG (1)
2023-07-01;17:55:12.490;[102] PING;2023-07-01;17:55:13.084;[269] PONG (2)
2023-07-01;17:55:13.388;[97] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:55:14.515;[103] PING;2023-07-01;17:55:15.226;[270] PONG (2)
2023-07-01;17:55:15.756;[98] PING;2023-07-01;17:55:16.572;[271] PONG (1)
2023-07-01;17:55:16.910;[104] PING;2023-07-01;17:55:17.408;[274] PONG (2)
2023-07-01;17:55:18.715;[99] PING;2023-07-01;17:55:19.560;[275] PONG (1)
2023-07-01;17:55:20.341;[100] PING;2023-07-01;17:55:20.594;[276] PONG (1)
2023-07-01;17:55:20.183;[105] PING;2023-07-01;17:55:20.646;[277] PONG (2)
2023-07-01;17:55:23.045;[101] PING;2023-07-01;17:55:23.356;[280] PONG (1)
2023-07-01;17:55:23.140;[106] PING;2023-07-01;17:55:23.907;[281] PONG (2)
2023-07-01;17:55:24.297;[107] PING;2023-07-01;17:55:25.297;[282] PONG (2)
2023-07-01;17:55:24.995;[102] PING;2023-07-01;17:55:25.298;[283] PONG (1)
2023-07-01;17:55:26.705;[103] PING;2023-07-01;17:55:27.484;[286] PONG (1)
2023-07-01;17:55:27.776;[108] PING;2023-07-01;17:55:28.384;[287] PONG (2)
2023-07-01;17:55:29.153;[104] PING;2023-07-01;17:55:29.876;[288] PONG (1)
2023-07-01;17:55:30.384;[109] PING;2023-07-01;17:55:31.356;[289] PONG (2)
2023-07-01;17:55:31.800;[105] PING;2023-07-01;17:55:32.294;[292] PONG (1)
2023-07-01;17:55:31.973;[110] PING;2023-07-01;17:55:32.424;[293] PONG (2)
2023-07-01;17:55:32.831;[111] PING;2023-07-01;17:55:33.531;[294] PONG (2)
2023-07-01;17:55:33.891;[112] PING;2023-07-01;17:55:34.192;[295] PONG (2)
2023-07-01;17:55:34.466;[106] PING;2023-07-01;17:55:34.906;[296] PONG (1)
2023-07-01;17:55:36.192;[107] PING;2023-07-01;17:55:36.315;[297] PONG (1)
2023-07-01;17:55:36.688;[113] PING;2023-07-01;17:55:37.564;[300] PONG (2)
2023-07-01;17:55:38.024;[108] PING;2023-07-01;17:55:38.547;[301] PONG (1)
2023-07-01;17:55:38.906;[114] PING;2023-07-01;17:55:39.618;[302] PONG (2)
2023-07-01;17:55:40.684;[109] PING;2023-07-01;17:55:41.103;[303] PONG (1)
2023-07-01;17:55:40.205;[115] PING;2023-07-01;17:55:41.177;[304] PONG (2)
2023-07-01;17:55:42.973;[116] PING;2023-07-01;17:55:43.879;[307] PONG (2)
2023-07-01;17:55:43.963;[110] PING;2023-07-01;17:55:44.125;[308] PONG (1)
2023-07-01;17:55:45.892;[117] PING;2023-07-01;17:55:46.703;[309] PONG (2)
2023-07-01;17:55:46.350;[111] PING;2023-07-01;17:55:46.880;[310] PONG (1)
2023-07-01;17:55:48.351;[112] PING;2023-07-01;17:55:48.772;[313] PONG (1)
2023-07-01;17:55:48.250;[118] PING;2023-07-01;17:55:48.889;[314] PONG (2)
2023-07-01;17:55:50.666;[113] PING;2023-07-01;17:55:51.154;[315] PONG (1)
2023-07-01;17:55:50.879;[119] PING;2023-07-01;17:55:51.431;[316] PONG (2)
2023-07-01;17:55:52.032;[114] PING;2023-07-01;17:55:52.767;[319] PONG (1)
2023-07-01;17:55:53.260;[120] PING;2023-07-01;17:55:53.631;[320] PONG (2)
2023-07-01;17:55:53.658;[115] PING;2023-07-01;17:55:54.085;[321] PONG (1)
2023-07-01;17:55:56.091;[121] PING;2023-07-01;17:55:56.473;[322] PONG (2)
2023-07-01;17:55:56.745;[116] PING;2023-07-01;17:55:57.492;[325] PONG (1)
2023-07-01;17:55:57.170;[122] PING;2023-07-01;17:55:57.601;[326] PONG (2)
2023-07-01;17:55:58.548;[123] PING;2023-07-01;17:55:59.160;[327] PONG (2)
2023-07-01;17:56:00.312;[117] PING;2023-07-01;17:56:00.793;[328] PONG (1)
2023-07-01;17:56:01.127;[124] PING;2023-07-01;17:56:01.801;[329] PONG (2)
2023-07-01;17:56:03.436;[118] PING;2023-07-01;17:56:03.797;[332] PONG (1)
2023-07-01;17:56:04.255;[125] PING;2023-07-01;17:56:04.693;[333] PONG (2)
2023-07-01;17:56:04.185;[119] PING;2023-07-01;17:56:04.795;[334] PONG (1)
2023-07-01;17:56:06.696;[120] PING;2023-07-01;17:56:06.852;[335] PONG (1)
2023-07-01;17:56:07.064;[126] PING;2023-07-01;17:56:07.549;[338] PONG (2)
2023-07-01;17:56:09.320;[127] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:56:08.678;[121] PING;2023-07-01;17:56:09.613;[339] PONG (1)
2023-07-01;17:56:10.365;[122] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:56:12.679;[128] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:56:14.096;[123] PING;2023-07-01;17:56:14.780;[342] PONG (1)
2023-07-01;17:56:16.286;[124] PING;2023-07-01;17:56:16.784;[343] PONG (1)
2023-07-01;17:56:16.368;[129] PING;2023-07-01;17:56:17.094;[344] PONG (2)
2023-07-01;17:56:19.374;[125] PING;2023-07-01;17:56:19.769;[347] PONG (1)
2023-07-01;17:56:20.059;[130] PING;2023-07-01;17:56:20.815;[348] PONG (2)
2023-07-01;17:56:21.185;[126] PING;2023-07-01;17:56:21.330;[349] PONG (1)
2023-07-01;17:56:22.001;[131] PING;2023-07-01;17:56:22.726;[352] PONG (2)
2023-07-01;17:56:22.465;[127] PING;2023-07-01;17:56:23.352;[353] PONG (1)
2023-07-01;17:56:23.923;[128] PING;2023-07-01;17:56:24.243;[354] PONG (1)
2023-07-01;17:56:23.763;[132] PING;2023-07-01;17:56:24.375;[355] PONG (2)
2023-07-01;17:56:26.063;[133] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:56:26.035;[129] PING;2023-07-01;17:56:26.561;[356] PONG (1)
2023-07-01;17:56:28.557;[130] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:56:27.828;[134] PING;2023-07-01;17:56:28.818;[359] PONG (2)
2023-07-01;17:56:31.076;[135] PING;2023-07-01;17:56:31.403;[360] PONG (2)
2023-07-01;17:56:31.559;[131] PING;2023-07-01;17:56:31.863;[361] PONG (1)
2023-07-01;17:56:32.522;[136] PING;2023-07-01;17:56:33.364;[364] PONG (2)
2023-07-01;17:56:33.490;[132] PING;2023-07-01;17:56:33.607;[365] PONG (1)
2023-07-01;17:56:35.480;[137] PING;2023-07-01;17:56:35.940;[366] PONG (2)
2023-07-01;17:56:35.906;[133] PING;2023-07-01;17:56:36.019;[367] PONG (1)
2023-07-01;17:56:36.919;[134] PING;2023-07-01;17:56:37.545;[370] PONG (1)
2023-07-01;17:56:38.666;[138] PING;2023-07-01;17:56:39.120;[371] PONG (2)
2023-07-01;17:56:38.935;[135] PING;2023-07-01;17:56:39.153;[372] PONG (1)
2023-07-01;17:56:40.571;[136] PING;2023-07-01;17:56:40.864;[373] PONG (1)
2023-07-01;17:56:42.166;[137] PING;2023-07-01;17:56:42.506;[376] PONG (1)
2023-07-01;17:56:41.987;[139] PING;2023-07-01;17:56:42.666;[377] PONG (2)
2023-07-01;17:56:42.996;[138] PING;(проигнорировано);(проигнорировано);
2023-07-01;17:56:43.519;[140] PING;(проигнорировано);(проигнорировано);
